text,sentiment,video_id,target_neg,target_neu,target_pos,like_count,source_url
She so beautiful and cute,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
"""Mirror, mirror on the wall, who turned this film into a bathroom stall?""",negative,iV46TJKL8cU,0.8,0.15,0.05,340,https://www.youtube.com/watch?v=iV46TJKL8cU
Published on 22 Feb 2030,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
Dude I cried so much in this movie like no lie,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
Just saw it. Loved it. I want more.,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
18 October what year?,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
The 1937 one is better than this 😂,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
"What’s next, Disney? Y’all gonna make Hercules a human? Rapunzel bald? Aurora doesn’t get cursed and fall asleep half the movie?",negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
Who else thinks that Angie is gorgeous ?,positive,n0OFH4xpPr4,0.05,0.15,0.8,4,https://www.youtube.com/watch?v=n0OFH4xpPr4
"After Premiere’s first two weeks, the movie should be renamed “Snow white and the seven…..tickets sold”",negative,iV46TJKL8cU,0.8,0.15,0.05,424,https://www.youtube.com/watch?v=iV46TJKL8cU
Disney doesnt understand what being a villain means,positive,n0OFH4xpPr4,0.05,0.15,0.8,4,https://www.youtube.com/watch?v=n0OFH4xpPr4
Angelina is the definition of a queen,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
Love this,positive,n0OFH4xpPr4,0.05,0.15,0.8,2,https://www.youtube.com/watch?v=n0OFH4xpPr4
COOL,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
Let me just say what we're all thinking: *FIIIINALLY!!!*,positive,n0OFH4xpPr4,0.05,0.15,0.8,80,https://www.youtube.com/watch?v=n0OFH4xpPr4
A snake will always remain a snake just like the way evil always remains evil 😂😂😂😂😂😂😂,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
"I watching the movie for the first time and I came here to ask, is Snow White BUBBA's sister ? Does she like shrimps like him or not ? I always love BUBBA , R.I.P",negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
coffee princess: did I frighten you?,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
"just showed the trailer to my 2 year old daughter she said ""i dont want to watch this"" 2 minutes in LOL",negative,iV46TJKL8cU,0.8,0.15,0.05,444,https://www.youtube.com/watch?v=iV46TJKL8cU
Just wait until rapunzel live action that’s where the real world peace begins,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
2:13 nope it was the dwarves,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
I wish they would remake Ariel to have dark skin,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
I searched this trailer just to give it a dislike,negative,iV46TJKL8cU,0.8,0.15,0.05,6,https://www.youtube.com/watch?v=iV46TJKL8cU
Movie hasnt even come out yet and i want to leave a negative review,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
“Mummy can we watch Snow White?” “No we have Snow White at home.” Snow White at home:,negative,iV46TJKL8cU,0.8,0.15,0.05,7,https://www.youtube.com/watch?v=iV46TJKL8cU
Doctor: Why are you blind last time you were here you were healthy? Patient: I watched the Snow White trailer. Doctor: Sorry this is uncurable.,negative,iV46TJKL8cU,0.8,0.15,0.05,523,https://www.youtube.com/watch?v=iV46TJKL8cU
I only came here for the comments.,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
The people who watched this movie are now in an insane asylum,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"Everybody: ""Maleficent is badass!"" Every single soul: ""Angelina Jolie has wicked cheek bones!"" Me: ""Yo this trailer music is absolute fire.""",positive,n0OFH4xpPr4,0.05,0.15,0.8,833,https://www.youtube.com/watch?v=n0OFH4xpPr4
Disney: Coming to a theater near you! Me: Moves to Antarctica,negative,iV46TJKL8cU,0.8,0.15,0.05,532,https://www.youtube.com/watch?v=iV46TJKL8cU
"""Don't ruin my morning"" is my new catchphrase",positive,n0OFH4xpPr4,0.05,0.15,0.8,748,https://www.youtube.com/watch?v=n0OFH4xpPr4
to be fair id get mad too if someone just declared my daughter theirs XD,positive,n0OFH4xpPr4,0.05,0.15,0.8,235,https://www.youtube.com/watch?v=n0OFH4xpPr4
what happened to her cheek bones,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
Why is everyone hating on this sm? I mean I probably wont watch it but it really isn’t that bad,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
No one wanna talk about Elle Fanning?shes DaMn beautiful actor I've ever seen.,positive,n0OFH4xpPr4,0.05,0.15,0.8,5,https://www.youtube.com/watch?v=n0OFH4xpPr4
So after watching the comment video song you decided to come here?,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Alternative title: Maleficent learns the struggles of parenthood,positive,n0OFH4xpPr4,0.05,0.15,0.8,2224,https://www.youtube.com/watch?v=n0OFH4xpPr4
How to be jealous of Helen Keller tutorial:,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
Love you Rachel Zegler ❤️. I loved Snow White 2025. Appreciate your hard work.,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
I loved every second of this. Even shed a little tear. So beautiful.,positive,n0OFH4xpPr4,0.05,0.15,0.8,16,https://www.youtube.com/watch?v=n0OFH4xpPr4
"This is super flopped up. Let’s give cool cat the movie an apology, shall we?",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"""Coming to a theatre near you!"" *moves*",negative,iV46TJKL8cU,0.8,0.15,0.05,4574,https://www.youtube.com/watch?v=iV46TJKL8cU
The theater rooms have emergency exits for a reason,negative,iV46TJKL8cU,0.8,0.15,0.05,838,https://www.youtube.com/watch?v=iV46TJKL8cU
I got a feeling that this movie gonna have more comments on youtube than tickets sold.,negative,iV46TJKL8cU,0.8,0.15,0.05,44312,https://www.youtube.com/watch?v=iV46TJKL8cU
"First movie - **resolved conflict between kingdoms, main character realized their flaws and developed into a better person** Disney - um actually no",positive,n0OFH4xpPr4,0.05,0.15,0.8,2900,https://www.youtube.com/watch?v=n0OFH4xpPr4
Aurora : this isn't you! Mistress : *_you do not know me!_* 🔥 *YASSS KWEEN!!!* 🔥,positive,n0OFH4xpPr4,0.05,0.15,0.8,355,https://www.youtube.com/watch?v=n0OFH4xpPr4
This made me miss ads. On purpose.,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
Ho already watch this movie comment,positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
no one will be rooting for ms zegler tbh. it's hollywood baby,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
this is how my mother reacts when I wake u late in the morning😅😅,positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
Music?,positive,n0OFH4xpPr4,0.05,0.15,0.8,2,https://www.youtube.com/watch?v=n0OFH4xpPr4
"Next time your friends loose a bet, make them watch this movie with no breaks.",negative,iV46TJKL8cU,0.8,0.15,0.05,641,https://www.youtube.com/watch?v=iV46TJKL8cU
Hi disney can i invest my stories in disney please say yes,positive,n0OFH4xpPr4,0.05,0.15,0.8,3,https://www.youtube.com/watch?v=n0OFH4xpPr4
"“Even the poisoned apple was like, ‘Girl, I’m doing you a favor at this point.’”",negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
"nah, this wont end well after the mr beast' ad, i have my doubts but now they literally use a cameo/old character to hype this movie it's over",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
No dwarves were hired in the making of this film.,negative,iV46TJKL8cU,0.8,0.15,0.05,552,https://www.youtube.com/watch?v=iV46TJKL8cU
Can't wait to see malifecent2!!!!!!!!,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
This was worse than Gigli,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"Am I the only one who was surprised by her outfit in 1:32, Maleficent is officially the prettiest and the only villain I’d support",positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
I just walked out of the hospital but now I’m back again,negative,iV46TJKL8cU,0.8,0.15,0.05,393,https://www.youtube.com/watch?v=iV46TJKL8cU
Omg that looks do FAB,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
Disney is no longer the happiest place on earth,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
2:08 “I’m sorry my dear. Did i frighten you?” Not as much as the little things Disney calls the dwarfs,negative,iV46TJKL8cU,0.8,0.15,0.05,327,https://www.youtube.com/watch?v=iV46TJKL8cU
I need a refund just for the trailer,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"Angelina Jolie is the movie lol. also, she is quite strong, able to create hulks out of birds haha. very amazing film",positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
sorry god that I watched this (y),positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
"Screw it, I’ll take the poison apple instead.",negative,iV46TJKL8cU,0.8,0.15,0.05,5,https://www.youtube.com/watch?v=iV46TJKL8cU
The bird is lowkey hot Edit: I mean the bird as a human not a bird bird,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
Mirror mirror on the wall who is the cringiest of them all? New Snow White,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Is this still showing ?,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
"I have a poem for Disney: Mirror mirror on the wall, who is the fairest of them all? Most definitely not Snow White, or else I shall travel into the screen and make the whole kingdom fall my GOD",negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
1:22 this line is my favorite and it remove in hindi version i really want this line in hindi version,positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
They should have waited a few more years to realese the second part,positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
"2 million dislikes, the highest honor this movie has achieved.",negative,iV46TJKL8cU,0.8,0.15,0.05,360,https://www.youtube.com/watch?v=iV46TJKL8cU
Walt Disney himself would turn in his grave when seeing this! 😂😂😂😂,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
Mirror mirror on the wall this movie is making me fall.,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
You spend time caring for humans Now it's time to care for your own,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
Great MOVIE 🙏,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
Bro why is snow white's hair style so horrifying,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
"The movie is actually really good, better than the first. Definitely worth watching, especially the ending. 👍👍",positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
"Boy's locker room: _""Our kingdoms will be united!""_ Girl's locker room: *""tHeRE wiLl bE a wEdDiNG!""*",positive,n0OFH4xpPr4,0.05,0.15,0.8,11,https://www.youtube.com/watch?v=n0OFH4xpPr4
i like this trailer music so much .. obsessed,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
"Mirror mirror on the wall, we all agree nobody's watching this at all 🗣️🗣️🔥🔥",negative,iV46TJKL8cU,0.8,0.15,0.05,5,https://www.youtube.com/watch?v=iV46TJKL8cU
"Just finished watching again both movie, 2022 anyone?",positive,n0OFH4xpPr4,0.05,0.15,0.8,3,https://www.youtube.com/watch?v=n0OFH4xpPr4
"She's my role model, a strong and kind hearted woman.",positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
I would rather watch paint dry for 2 hours than have to see this. At least paint covers up mistakes.,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
I'll give Disney some credit. They are brave enough to leave the comment section open,negative,iV46TJKL8cU,0.8,0.15,0.05,187153,https://www.youtube.com/watch?v=iV46TJKL8cU
"The names of the seven dwarfs are: pixelated, blurry, glitchy, badly rendered, fakey, unpolished and unconvincing",negative,iV46TJKL8cU,0.8,0.15,0.05,19892,https://www.youtube.com/watch?v=iV46TJKL8cU
Also I think Angelina Jolie was totally the perfect person to play Maleficent.,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
Who all is rooting for maleficent? ... Everyone: Yes,positive,n0OFH4xpPr4,0.05,0.15,0.8,20,https://www.youtube.com/watch?v=n0OFH4xpPr4
10/10 AMAZING i want to watch it again and have the dvd😂,positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
"Prince: *There is no curse that could ever tear me away from you, will you marry me?* Aurora: *yes* Tree: 0:08 **dies out of cringe*",positive,n0OFH4xpPr4,0.05,0.15,0.8,3056,https://www.youtube.com/watch?v=n0OFH4xpPr4
mirror mirror on the wall who is the blackest of them all,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"After watching this trailer, I don't blame thanos",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Since the OG was delete I'm rooting for the poison apple,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"Mirror Mirror On the wall, Why is KSI’s Doppelganger in the trailer, They gonna add Thick Of it Doppelganger Edition😭",negative,iV46TJKL8cU,0.8,0.15,0.05,8,https://www.youtube.com/watch?v=iV46TJKL8cU
"In one thing the movie has right. Our leaders are sometimes really dumb. No questions. He is white, his wife is white and the daughter? Who is the father(I help, the hunter is not white)",negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
I WISH MALEFICENT TO GET HER REAL SKIN COLOUR ☺️ TURN HER INTO REAL PHOENIX AGAIN 😊I WISH SHE WILL BECOME VISIBLE TO EVERYONE... WELCOME BACK PHOENIX ☺️,positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
"I have to admit, as much as I love Mulan, I’m more hyped for this new film",positive,n0OFH4xpPr4,0.05,0.15,0.8,645,https://www.youtube.com/watch?v=n0OFH4xpPr4
Hell yeah! I really feel Angelina Jolie is becoming Maleficent now. The anger and sorrow is real.,positive,n0OFH4xpPr4,0.05,0.15,0.8,316,https://www.youtube.com/watch?v=n0OFH4xpPr4
"""Yo you got a new RTX 5090"" ""Yeah my 3080 Ti combusted when it saw this trailer""",negative,iV46TJKL8cU,0.8,0.15,0.05,7,https://www.youtube.com/watch?v=iV46TJKL8cU
"Mirror mirror on my screen, why'd this make me rip out my spleen",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"That *""DON'T ruin my morning""* part is going to be a good meme.",positive,n0OFH4xpPr4,0.05,0.15,0.8,4803,https://www.youtube.com/watch?v=n0OFH4xpPr4
and they are somehow brave enough to call it ‘snow white’. incredible.,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
I wacth this film,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
"40,000 Disney employees were forced to like this video..",negative,iV46TJKL8cU,0.8,0.15,0.05,29689,https://www.youtube.com/watch?v=iV46TJKL8cU
"Ryan can you tell this people that I was the one doing this for 25 years, that you don't have no access to digitally producing. Maybe like that they will understand and you can go on with your life and your Dominican mistress and i can go on with mines. This production is the only thing uniting us. Cut the leash.",positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
This is one of a great movie ive ever watched! You really nailed it angelina!! Youre the best!! 😍😘😘☺️,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
"If I was the prince, even I would pick evil Gal Gadot over snow white",negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
I studied English just to say that i need therapy after watching this,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
Disney: coming to theaters near you. Me: avoiding theaters like the plague.,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
I love this movie they are the shit.,positive,n0OFH4xpPr4,0.05,0.15,0.8,2,https://www.youtube.com/watch?v=n0OFH4xpPr4
THEORY: The Mistress of Evil refers to the Prince's Mother.,positive,n0OFH4xpPr4,0.05,0.15,0.8,1694,https://www.youtube.com/watch?v=n0OFH4xpPr4
10/10 movie but Diaval doesn't appear that much :(,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
GUYS STOP HATONG ON THIS MOVIE I SAW IT AND IT WAS ANAZING YALL ARE SOME REAL NUISANCES,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Snow not so white and the seven discord mobs are twins 😱😱😱😱,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
I just want to see Maleficent turn into a dragon shooting flames of green fire.,positive,n0OFH4xpPr4,0.05,0.15,0.8,434,https://www.youtube.com/watch?v=n0OFH4xpPr4
How to make the soundtrack for a trailer: Hit the drums like you're having a seizure. Done.,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
These comments are brutal… But not as brutal as the haircut they gave Snow White.,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
Zegler has the emotional capacity of dry toast.,negative,iV46TJKL8cU,0.8,0.15,0.05,18,https://www.youtube.com/watch?v=iV46TJKL8cU
"First movie, her wings were taken. Second movie, her girl was taken. Maleficent is the Liam Neeson of Disney.",positive,n0OFH4xpPr4,0.05,0.15,0.8,1082,https://www.youtube.com/watch?v=n0OFH4xpPr4
"""Not since the Titanic have I seen something sink this low,"" doesn't even come close to encapsulating this...",negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
"For those not using the extension, currently: Likes 38K Dislikes 948K Just 52K left to one million!",negative,iV46TJKL8cU,0.8,0.15,0.05,3652,https://www.youtube.com/watch?v=iV46TJKL8cU
"I just saw the movie. It was better than I expected, quite a treat 🎃💥🎃. As great as the first one, I'd say. Beautiful and fierce with a strong story line, what can I say. Angie did a great job. The spinning wheel is on this one too, and plays an important role. And YES it is true, Maleficent can turn into a dragon but you got to push her limits to the point of no return. Something we did not see on the first movie. And if you have seen STARDUST (with Pfeifer as witch Lamia) there is an inside joke they used at the end of the movie on Michelle Pfeiffer...lol (you got to see it to find out....)",positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
The Best part is that the movie was a failure. Well deserved,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
Why does snow white look like that😂,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
You always notice on YouTube if one person puts a negative comment everyone follows it’s the sheep society,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
OMFG.. i just realised something.. based on the ORIGINAL story of sleeping beauty.. The prince's mum was part OGER... Ogers and Faye HATE each other.. Cus Faye are basically chaotic good.. but ogers are pretty much pure evil. The queen is setting her up!,positive,n0OFH4xpPr4,0.05,0.15,0.8,1212,https://www.youtube.com/watch?v=n0OFH4xpPr4
"I came back here looking for the one my daughter was watching, Snow White, and this is what I watched with her, that's why she cried so much because this is what she saw.💀HAHA (i did not know that this version snow exist ) 🤣",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Malificent Is a good guy At the end,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
Snow White and the seven got tickets,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
They also did really good at teasing less of the twist in this movie,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
We really got Lord Farquaad as a princess before GTA 6 😭🙏,negative,iV46TJKL8cU,0.8,0.15,0.05,789,https://www.youtube.com/watch?v=iV46TJKL8cU
All the story lines all ridiculously boring. As it is absolutely meaningless. Too much to watch with all its absurdity to the whole new level.,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
I just loved this movie SOOO much. Angelina was the best. And the story itself was very moving and heartbreaking. Maleficent is definitely n.1 Mom of the world!!!!,positive,n0OFH4xpPr4,0.05,0.15,0.8,29,https://www.youtube.com/watch?v=n0OFH4xpPr4
Ok so I’ve watched it excepting something bad as are all of Disney’s live actions and I was surprised as how worse it even managed to be than publicized. How on earth was this produced? Rachel Zegler is an incredibly talented singer but she has no charisma here and most certainly not the looks of the fairest of anything poor thing. What a miscast. The woke philosophy behind her casting could have been tolerable had she been right for the part but she just doesn’t have the looks. I understand that she was named Snow White because of being born on a snowy day and not because of her complexion event though that’s total betrayal to the original tale but there’s no way to make her possibly pass as “the fairest of them all” and certainly not fairer than Gal Gadot who once more shows how stiff and limited her acting skills are. The whole thing has zero soul and even less charisma. Zegler was great in West Side Story but again she doesn’t have the charisma or the looks of a movie star. What an embarrassing waste of budget. The animals and most importantly the dwarfs have no presence and the fact that they used an actual human dwarf to play one of Johnathan’s companions is even more mind boggling. The songs are endlessly generic and nothing stands out. It’s so bad. A pity considering how much this must have cost.,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
Comments getting more likes than the actual trailer is crazy🥹🫶,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
Does this movie has a kiss scene?,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
Does ANYONE know what bird Maleficent's wings were designed after??,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
She protecc She attacc But most importantly *She wants her favorite girl bacc*,positive,n0OFH4xpPr4,0.05,0.15,0.8,421,https://www.youtube.com/watch?v=n0OFH4xpPr4
I really love villains. Their story is very wonderful if you try to understand them.♥️,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
This movie was incredible ❤ Rachel Zegler is the perfect princess ❤❤❤❤,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
I tried to give it a chance but I failed.... the songs and acting were just too unbearable 🥲,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
This movie is amazing the trailer doesn’t do its justice just insane ❤️,positive,n0OFH4xpPr4,0.05,0.15,0.8,3,https://www.youtube.com/watch?v=n0OFH4xpPr4
Showed this to my friend before we skydived and he jumped out the plane with no parachute,negative,iV46TJKL8cU,0.8,0.15,0.05,794,https://www.youtube.com/watch?v=iV46TJKL8cU
"Love the 2 word dialogue of Angelina Jolie from part 1 as well as part 2 ""well, well""😍",positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
Where is the bleach my eyes need washed 😢,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
Offensive to the original glad it flopped,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
"As of March 24 : Likes - 65,793 Dislikes - 1,917,267",negative,iV46TJKL8cU,0.8,0.15,0.05,2430,https://www.youtube.com/watch?v=iV46TJKL8cU
$200m+ budget on the worlds most hilarious comments section. Worth it.,negative,iV46TJKL8cU,0.8,0.15,0.05,22749,https://www.youtube.com/watch?v=iV46TJKL8cU
I don’t even consider her as a villain because she does the things she does for a reason not because she feels like it.,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
"Mom: “Hey sweetheart, do you want to go see Snow White?” Me: *pretends to be sick*",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"Disney, is this a new death penalty for people on Deathrow?",negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
Phillip should have brown contact lenses since he had brown eyes in the first film/movie. In this film/movie he has blue eyes.,positive,n0OFH4xpPr4,0.05,0.15,0.8,2,https://www.youtube.com/watch?v=n0OFH4xpPr4
Can't believe Lord Farquaad having his own movie.,negative,iV46TJKL8cU,0.8,0.15,0.05,790,https://www.youtube.com/watch?v=iV46TJKL8cU
Only Disney movie I enjoyed,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
If you’ve seen the movie already....Is it good because it seems amazing,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
At this point we should be in a movie for how wild the comments are,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Loved this movie. What's with the hate?,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
